Experiment,Subject,Cue,Target,Response,Manual_Scored,Trial_Num
JOL C,3,Lie,Truth,truth,1,149
JOL C,3,Fish,Tuna,tuna,1,150
JOL C,3,Flip,Turn,turn,1,151
JOL C,3,Add,Valley,gain,0,152
JOL C,3,Charm,Vehicle,,0,153
JOL C,3,Money,Wage,,0,154
JOL C,3,Drink,Water,sip,0,155
JOL C,3,Out,Way,way,1,156
JOL C,3,Cheese,Wine,wine,1,157
JOL C,3,Chore,Work,work,1,158
JOL C,3,Bracelet,Wrist,wrist,1,159
JOL C,7,End,Adjourn,done,0,1
JOL C,7,Love,Affection,affection,1,2
JOL C,7,Tuck,Allow,belt,0,3
JOL C,7,Lonely,Alone,alone,1,4
JOL C,7,Design,Architecture,architecture,1,5
JOL C,7,Lion,Art,,0,6
JOL C,7,Bronze,Artery,,0,7
JOL C,7,Child,Baby,parent,NA,8
JOL C,7,Villain,Bad,bad,1,9
JOL C,7,Racket,Ball,ball,1,10
JOL C,7,League,Baseball,baseball,1,11
JOL C,7,Toilet,Bathroom,bathroom,1,12
JOL C,7,End,Begin,begin,1,13
JOL C,7,Favorite,Best,best,1,14
JOL C,7,Penguin,Bird,bird,1,15
JOL C,7,Cold,Bitter,hot,0,16
JOL C,7,Wind,Blow,blow,1,17
JOL C,7,Ounce,Both,pound,0,18
JOL C,7,Water,Bridge,,0,19
JOL C,7,Wasp,Bug,sting,0,20
JOL C,7,Plant,Cactus,root,0,21
JOL C,7,Wax,Candle,ear,0,22
JOL C,7,Windshield,Car,car,1,23
JOL C,7,Would,Cash,,0,24
JOL C,7,Panther,Cat,cat,1,25
JOL C,7,Red,Cherry,cherry,1,26
JOL C,7,Cold,Chill,chill,1,27
JOL C,7,Hammer,Chisel,,0,28
JOL C,7,Decision,Choice,,0,29
JOL C,7,Cut,Chop,,0,30
JOL C,7,Round,Circle,table,0,31
JOL C,7,Attire,Clothes,clothing,1,32
JOL C,7,Game,Clue,,0,33
JOL C,7,Able,Crackle,,0,34
JOL C,7,Card,Credit,credit,1,35
JOL C,7,Cave,Dark,,0,36
JOL C,7,Coffin,Dead,death,1,37
JOL C,7,Business,Death,death,1,38
JOL C,7,Sight,Debate,,0,39
JOL C,7,Bad,Delinquent,good,0,40
JOL C,7,Myster,Detective,detective,1,41
JOL C,7,Sacking,Dietary,,0,42
JOL C,7,Stomach,Digestion,,0,43
JOL C,7,Eat,Dine,dine,1,44
JOL C,7,Floor,Discover,,0,45
JOL C,7,Talk,Discussion,conversation,0,46
JOL C,7,Paper,Document,document,1,47
JOL C,7,Sip,Drink,drink,1,48
JOL C,7,Car,Driver,windshield,0,49
JOL C,7,Wet,Dry,done,0,50
JOL C,7,Assignment,Due,due,1,51
JOL C,7,Waste,Dump,garbage,0,52
JOL C,7,Ground,Earth,up,0,53
JOL C,7,News,Editor,anchor,0,54
JOL C,7,Carbon,Element,dioxide,0,55
JOL C,7,Revenge,Even,even,1,56
JOL C,7,Long,Extension,far,0,57
JOL C,7,Fight,Feud,brawl,0,58
JOL C,7,Brawl,Fight,fight,1,59
JOL C,7,Blaze,Fire,,0,60
JOL C,7,Sardine,Fish,fish,1,61
JOL C,7,Hand,Fix,,0,62
JOL C,7,Tick,Flea,flea,1,63
JOL C,7,Strawberry,Fruit,fruit,1,64
JOL C,7,Enough,Full,finished,0,65
JOL C,7,Dog,Furry,paw,0,66
JOL C,7,Bang,Fuzzy,,0,67
JOL C,7,Rock,Geology,geology,1,68
JOL C,7,Steak,Give,pop,0,69
JOL C,7,Breakable,Glass,glass,1,70
JOL C,7,Away,Gone,gone,1,71
JOL C,7,Fantastic,Great,great,1,72
JOL C,7,Bar,Grill,grill,1,73
JOL C,7,Car,Happy,accident,0,74
JOL C,7,Growth,Height,height,1,75
JOL C,7,Cow,Herd,herd,1,76
JOL C,7,Sick,Hide,,0,77
JOL C,7,Truthful,Honest,honesty,1,78
JOL C,7,Bee,Honey,honey,1,79
JOL C,7,Sting,Hornet,wasp,0,80
JOL C,7,Chili,Hot,hot,1,81
JOL C,7,Famine,Hunger,hunger,1,82
JOL C,7,Clean,Hygiene,hygiene,1,83
JOL C,7,Smell,Incense,incence,1,84
JOL C,7,Maroon,Justice,,0,85
JOL C,7,Latch,Key,grab,0,86
JOL C,7,Joke,Keys,laugh,0,87
JOL C,7,Liver,Kidney,kidney,1,88
JOL C,7,Vase,King,king,1,89
JOL C,7,Attorney,Law,lawye4r,0,90
JOL C,7,Toil,Lease,,0,91
JOL C,7,Salad,Lettuce,lettuce,1,92
JOL C,7,Woman,Lift,man,0,93
JOL C,7,Fiction,Listen,lie,0,94
JOL C,7,Trash,Litter,litter,1,95
JOL C,7,Sign,Loan,loan,1,96
JOL C,7,Site,Location,see,0,97
JOL C,7,Noise,Loud,loud,1,98
JOL C,7,Position,Machine,,0,99
JOL C,7,Jar,Mason,vale,0,100
JOL C,7,Division,Math,,0,101
JOL C,7,Election,Maze,,0,102
JOL C,7,Obtain,Meat,take,0,103
JOL C,7,Children,Mirror,,0,104
JOL C,7,Clear,Moat,dry,0,105
JOL C,7,Banker,Money,money,1,106
JOL C,7,Donkey,Mule,mule,1,107
JOL C,7,Hate,Name,love,0,108
JOL C,7,Amount,Number,cash,0,109
JOL C,7,Flower,Orchid,,0,110
JOL C,7,Have,Own,own,1,111
JOL C,7,Hungry,Park,eat,0,112
JOL C,7,Future,Past,past,1,113
JOL C,7,Dog,Paw,paw,1,114
JOL C,7,Communication,Phone,cellphone,1,115
JOL C,7,Pilot,Plane,airplane,1,116
JOL C,7,Aircraft,Plane,airplane,1,117
JOL C,7,Soda,Pop,pop,1,118
JOL C,7,Balloon,Pop,pop,1,119
JOL C,7,Clutter,Pusher,,0,120
JOL C,7,Shave,Razor,razor,1,121
JOL C,7,War,Revolution,revolution,1,122
JOL C,7,Equal,Rights,rights,1,123
JOL C,7,Reel,Rod,,0,124
JOL C,7,Plant,Root,root,1,125
JOL C,7,Seatbelt,Safety,safety,1,126
JOL C,7,Head,Scalp,body,0,127
JOL C,7,Main,Scar,,0,128
JOL C,7,Word,Sentence,,0,129
JOL C,7,Scissors,Shears,,0,130
JOL C,7,Shake,Shell,,0,131
JOL C,7,Foot,Shoe,leg,0,132
JOL C,7,Tie,Shoelace,suit,0,133
JOL C,7,Drowsy,Sleep,sleepy,1,134
JOL C,7,Nap,Sleep,sleep,1,135
JOL C,7,Stench,Smell,smell,1,136
JOL C,7,Belt,Soon,under,0,137
JOL C,7,Actress,Star,star,1,138
JOL C,7,Cloth,Stretch,,0,139
JOL C,7,Accident,Strong,,0,140
JOL C,7,Riddle,Sugar,,0,141
JOL C,7,Tan,Sun,sun,1,142
JOL C,7,Bird,Swan,hawk,0,143
JOL C,7,Seize,Take,take,1,144
JOL C,7,Temper,Tantrum,tantrum,1,145
JOL C,7,Morning,Temperature,sickness,0,146
JOL C,7,Thimble,Thread,thumble,1,147
JOL C,7,Jury,Trial,trial,1,148
JOL C,7,Lie,Truth,truth,1,149
JOL C,7,Fish,Tuna,,0,150
JOL C,7,Flip,Turn,turn,1,151
JOL C,7,Add,Valley,subtract,0,152
JOL C,7,Charm,Vehicle,,0,153
JOL C,7,Money,Wage,,0,154
JOL C,7,Drink,Water,water,1,155
JOL C,7,Out,Way,in,0,156
JOL C,7,Cheese,Wine,wine,1,157
JOL C,7,Chore,Work,work,1,158
JOL C,7,Bracelet,Wrist,jewelry,0,159
JOL C,11,End,Adjourn,start,0,1
JOL C,11,Love,Affection,,0,2
JOL C,11,Tuck,Allow,,0,3
JOL C,11,Lonely,Alone,alone,1,4
JOL C,11,Design,Architecture,,0,5
JOL C,11,Lion,Art,bear,0,6
JOL C,11,Bronze,Artery,brown,0,7
JOL C,11,Child,Baby,decision,NA,8
JOL C,11,Villain,Bad,evil,0,9
JOL C,11,Racket,Ball,ball,1,10
JOL C,11,League,Baseball,,0,11
JOL C,11,Toilet,Bathroom,,0,12
JOL C,11,End,Begin,begin,1,13
JOL C,11,Favorite,Best,,0,14
JOL C,11,Penguin,Bird,bird,1,15
JOL C,11,Cold,Bitter,hot,0,16
JOL C,11,Wind,Blow,air,0,17
JOL C,11,Ounce,Both,pound,0,18
JOL C,11,Water,Bridge,drink,0,19
JOL C,11,Wasp,Bug,bee,0,20
JOL C,11,Plant,Cactus,flower,0,21
JOL C,11,Wax,Candle,candle,1,22
JOL C,11,Windshield,Car,wiper,0,23
JOL C,11,Would,Cash,could,0,24
JOL C,11,Panther,Cat,cat,1,25
JOL C,11,Red,Cherry,cherry,1,26
JOL C,11,Cold,Chill,chill,1,27
JOL C,11,Hammer,Chisel,tool,0,28
JOL C,11,Decision,Choice,,0,29
JOL C,11,Cut,Chop,scissors,0,30
JOL C,11,Round,Circle,circle,1,31
JOL C,11,Attire,Clothes,clothes,1,32
JOL C,11,Game,Clue,play,0,33
JOL C,11,Able,Crackle,can,0,34
JOL C,11,Card,Credit,,0,35
JOL C,11,Cave,Dark,bat,0,36
JOL C,11,Coffin,Dead,dead,1,37
JOL C,11,Business,Death,,0,38
JOL C,11,Sight,Debate,eye,0,39
JOL C,11,Bad,Delinquent,good,0,40
JOL C,11,Myster,Detective,clue,0,41
JOL C,11,Sacking,Dietary,,0,42
JOL C,11,Stomach,Digestion,,0,43
JOL C,11,Eat,Dine,food,0,44
JOL C,11,Floor,Discover,ground,0,45
JOL C,11,Talk,Discussion,,0,46
JOL C,11,Paper,Document,write,0,47
JOL C,11,Sip,Drink,drink,1,48
JOL C,11,Car,Driver,vehicle,0,49
JOL C,11,Wet,Dry,dry,1,50
JOL C,11,Assignment,Due,due,1,51
JOL C,11,Waste,Dump,,0,52
JOL C,11,Ground,Earth,floor,0,53
JOL C,11,News,Editor,,0,54
JOL C,11,Carbon,Element,,0,55
JOL C,11,Revenge,Even,hate,0,56
JOL C,11,Long,Extension,short,0,57
JOL C,11,Fight,Feud,wrestle,0,58
JOL C,11,Brawl,Fight,fight,1,59
JOL C,11,Blaze,Fire,flame,0,60
JOL C,11,Sardine,Fish,fish,1,61
JOL C,11,Hand,Fix,grab,0,62
JOL C,11,Tick,Flea,flea,1,63
JOL C,11,Strawberry,Fruit,red,0,64
JOL C,11,Enough,Full,full,1,65
JOL C,11,Dog,Furry,furry,1,66
JOL C,11,Bang,Fuzzy,noise,0,67
JOL C,11,Rock,Geology,hard,0,68
JOL C,11,Steak,Give,knife,0,69
JOL C,11,Breakable,Glass,,0,70
JOL C,11,Away,Gone,gone,1,71
JOL C,11,Fantastic,Great,good,0,72
JOL C,11,Bar,Grill,grill,1,73
JOL C,11,Car,Happy,,0,74
JOL C,11,Growth,Height,,0,75
JOL C,11,Cow,Herd,pig,0,76
JOL C,11,Sick,Hide,ill,0,77
JOL C,11,Truthful,Honest,honest,1,78
JOL C,11,Bee,Honey,honey,1,79
JOL C,11,Sting,Hornet,bee,0,80
JOL C,11,Chili,Hot,hot,1,81
JOL C,11,Famine,Hunger,hunger,1,82
JOL C,11,Clean,Hygiene,house,0,83
JOL C,11,Smell,Incense,stench,0,84
JOL C,11,Maroon,Justice,red,0,85
JOL C,11,Latch,Key,,0,86
JOL C,11,Joke,Keys,,0,87
JOL C,11,Liver,Kidney,stomach,0,88
JOL C,11,Vase,King,flower,0,89
JOL C,11,Attorney,Law,trial,0,90
JOL C,11,Toil,Lease,,0,91
JOL C,11,Salad,Lettuce,food,0,92
JOL C,11,Woman,Lift,,0,93
JOL C,11,Fiction,Listen,novel,0,94
JOL C,11,Trash,Litter,garbage,0,95
JOL C,11,Sign,Loan,post,0,96
JOL C,11,Site,Location,place,0,97
JOL C,11,Noise,Loud,loud,1,98
JOL C,11,Position,Machine,place,0,99
JOL C,11,Jar,Mason,mason,1,100
JOL C,11,Division,Math,multiply,0,101
JOL C,11,Election,Maze,vote,0,102
JOL C,11,Obtain,Meat,gain,0,103
JOL C,11,Children,Mirror,play,0,104
JOL C,11,Clear,Moat,clean,0,105
JOL C,11,Banker,Money,money,1,106
JOL C,11,Donkey,Mule,mule,1,107
JOL C,11,Hate,Name,lie,0,108
JOL C,11,Amount,Number,cost,0,109
JOL C,11,Flower,Orchid,ground,0,110
JOL C,11,Have,Own,gain,0,111
JOL C,11,Hungry,Park,full,0,112
JOL C,11,Future,Past,present,0,113
JOL C,11,Dog,Paw,chase,0,114
JOL C,11,Communication,Phone,talk,0,115
JOL C,11,Pilot,Plane,plane,1,116
JOL C,11,Aircraft,Plane,airplane,1,117
JOL C,11,Soda,Pop,pop,1,118
JOL C,11,Balloon,Pop,air,0,119
JOL C,11,Clutter,Pusher,trash,0,120
JOL C,11,Shave,Razor,razor,1,121
JOL C,11,War,Revolution,revolution,1,122
JOL C,11,Equal,Rights,rights,1,123
JOL C,11,Reel,Rod,rod,1,124
JOL C,11,Plant,Root,flower,0,125
JOL C,11,Seatbelt,Safety,car,0,126
JOL C,11,Head,Scalp,arm,0,127
JOL C,11,Main,Scar,hand,0,128
JOL C,11,Word,Sentence,,0,129
JOL C,11,Scissors,Shears,paper,0,130
JOL C,11,Shake,Shell,hand,0,131
JOL C,11,Foot,Shoe,,0,132
JOL C,11,Tie,Shoelace,shoestring,1,133
JOL C,11,Drowsy,Sleep,sleepy,1,134
JOL C,11,Nap,Sleep,sleep,1,135
JOL C,11,Stench,Smell,smell,1,136
JOL C,11,Belt,Soon,pants,0,137
JOL C,11,Actress,Star,,0,138
JOL C,11,Cloth,Stretch,clothes,0,139
JOL C,11,Accident,Strong,crime,0,140
JOL C,11,Riddle,Sugar,,0,141
JOL C,11,Tan,Sun,sun,1,142
JOL C,11,Bird,Swan,fly,0,143
JOL C,11,Seize,Take,stop,0,144
JOL C,11,Temper,Tantrum,temperment,0,145
JOL C,11,Morning,Temperature,afternon,0,146
JOL C,11,Thimble,Thread,tree,0,147
JOL C,11,Jury,Trial,trial,1,148
JOL C,11,Lie,Truth,deceit,0,149
JOL C,11,Fish,Tuna,shrimp,0,150
JOL C,11,Flip,Turn,turn,1,151
JOL C,11,Add,Valley,subtract,0,152
JOL C,11,Charm,Vehicle,,0,153
JOL C,11,Money,Wage,cash,0,154
JOL C,11,Drink,Water,water,1,155
JOL C,11,Out,Way,n,0,156
JOL C,11,Cheese,Wine,wne,1,157
JOL C,11,Chore,Work,core,0,158
JOL C,11,Bracelet,Wrist,wrist,1,159
JOL C,15,End,Adjourn,beginning,0,1
JOL C,15,Love,Affection,,0,2
JOL C,15,Tuck,Allow,,0,3
JOL C,15,Lonely,Alone,,0,4
JOL C,15,Design,Architecture,,0,5
JOL C,15,Lion,Art,,0,6
JOL C,15,Bronze,Artery,,0,7
JOL C,15,Child,Baby,,NA,8
JOL C,15,Villain,Bad,bad,1,9
JOL C,15,Racket,Ball,ball,1,10
JOL C,15,League,Baseball,,0,11
JOL C,15,Toilet,Bathroom,,0,12
JOL C,15,End,Begin,,0,13
JOL C,15,Favorite,Best,,0,14
JOL C,15,Penguin,Bird,,0,15
JOL C,15,Cold,Bitter,,0,16
JOL C,15,Wind,Blow,,0,17
JOL C,15,Ounce,Both,,0,18
JOL C,15,Water,Bridge,,0,19
JOL C,15,Wasp,Bug,bee,0,20
JOL C,15,Plant,Cactus,,0,21
JOL C,15,Wax,Candle,,0,22
JOL C,15,Windshield,Car,,0,23
JOL C,15,Would,Cash,,0,24
JOL C,15,Panther,Cat,,0,25
JOL C,15,Red,Cherry,cherry,1,26
JOL C,15,Cold,Chill,,0,27
JOL C,15,Hammer,Chisel,,0,28
JOL C,15,Decision,Choice,,0,29
JOL C,15,Cut,Chop,,0,30
JOL C,15,Round,Circle,,0,31
JOL C,15,Attire,Clothes,,0,32
JOL C,15,Game,Clue,,0,33
JOL C,15,Able,Crackle,,0,34
JOL C,15,Card,Credit,,0,35
JOL C,15,Cave,Dark,,0,36
JOL C,15,Coffin,Dead,dead,1,37
JOL C,15,Business,Death,,0,38
JOL C,15,Sight,Debate,,0,39
JOL C,15,Bad,Delinquent,,0,40
JOL C,15,Myster,Detective,,0,41
JOL C,15,Sacking,Dietary,,0,42
JOL C,15,Stomach,Digestion,,0,43
JOL C,15,Eat,Dine,,0,44
JOL C,15,Floor,Discover,,0,45
JOL C,15,Talk,Discussion,,0,46
JOL C,15,Paper,Document,,0,47
JOL C,15,Sip,Drink,,0,48
JOL C,15,Car,Driver,,0,49
JOL C,15,Wet,Dry,,0,50
JOL C,15,Assignment,Due,,0,51
JOL C,15,Waste,Dump,trash,0,52
JOL C,15,Ground,Earth,earth,1,53
JOL C,15,News,Editor,,0,54
JOL C,15,Carbon,Element,,0,55
JOL C,15,Revenge,Even,,0,56
JOL C,15,Long,Extension,,0,57
JOL C,15,Fight,Feud,,0,58
JOL C,15,Brawl,Fight,,0,59
JOL C,15,Blaze,Fire,fire,1,60
JOL C,15,Sardine,Fish,,0,61
JOL C,15,Hand,Fix,,0,62
JOL C,15,Tick,Flea,,0,63
JOL C,15,Strawberry,Fruit,red,0,64
JOL C,15,Enough,Full,,0,65
JOL C,15,Dog,Furry,floof,0,66
JOL C,15,Bang,Fuzzy,,0,67
JOL C,15,Rock,Geology,,0,68
JOL C,15,Steak,Give,,0,69
JOL C,15,Breakable,Glass,,0,70
JOL C,15,Away,Gone,,0,71
JOL C,15,Fantastic,Great,,0,72
JOL C,15,Bar,Grill,,0,73
JOL C,15,Car,Happy,,0,74
JOL C,15,Growth,Height,,0,75
JOL C,15,Cow,Herd,,0,76
JOL C,15,Sick,Hide,,0,77
JOL C,15,Truthful,Honest,,0,78
JOL C,15,Bee,Honey,,0,79
JOL C,15,Sting,Hornet,,0,80
JOL C,15,Chili,Hot,hot,1,81
JOL C,15,Famine,Hunger,hunger,1,82
JOL C,15,Clean,Hygiene,,0,83
JOL C,15,Smell,Incense,,0,84
JOL C,15,Maroon,Justice,red,0,85
JOL C,15,Latch,Key,,0,86
JOL C,15,Joke,Keys,,0,87
JOL C,15,Liver,Kidney,,0,88
JOL C,15,Vase,King,,0,89
JOL C,15,Attorney,Law,,0,90
JOL C,15,Toil,Lease,,0,91
JOL C,15,Salad,Lettuce,food,0,92
JOL C,15,Woman,Lift,,0,93
JOL C,15,Fiction,Listen,,0,94
JOL C,15,Trash,Litter,,0,95
JOL C,15,Sign,Loan,,0,96
JOL C,15,Site,Location,,0,97
JOL C,15,Noise,Loud,,0,98
JOL C,15,Position,Machine,,0,99
JOL C,15,Jar,Mason,mason,1,100
JOL C,15,Division,Math,math,1,101
JOL C,15,Election,Maze,,0,102
JOL C,15,Obtain,Meat,,0,103
JOL C,15,Children,Mirror,,0,104
JOL C,15,Clear,Moat,,0,105
JOL C,15,Banker,Money,,0,106
JOL C,15,Donkey,Mule,,0,107
JOL C,15,Hate,Name,,0,108
JOL C,15,Amount,Number,,0,109
JOL C,15,Flower,Orchid,vase,0,110
JOL C,15,Have,Own,,0,111
JOL C,15,Hungry,Park,,0,112
JOL C,15,Future,Past,,0,113
JOL C,15,Dog,Paw,bee,0,114
JOL C,15,Communication,Phone,,0,115
JOL C,15,Pilot,Plane,,0,116
JOL C,15,Aircraft,Plane,plane,1,117
JOL C,15,Soda,Pop,pop,1,118
JOL C,15,Balloon,Pop,,0,119
JOL C,15,Clutter,Pusher,,0,120
JOL C,15,Shave,Razor,,0,121
JOL C,15,War,Revolution,,0,122
JOL C,15,Equal,Rights,rights,1,123
JOL C,15,Reel,Rod,rod,1,124
JOL C,15,Plant,Root,,0,125
JOL C,15,Seatbelt,Safety,,0,126
JOL C,15,Head,Scalp,,0,127
JOL C,15,Main,Scar,,0,128
JOL C,15,Word,Sentence,,0,129
JOL C,15,Scissors,Shears,,0,130
JOL C,15,Shake,Shell,,0,131
JOL C,15,Foot,Shoe,,0,132
JOL C,15,Tie,Shoelace,,0,133
JOL C,15,Drowsy,Sleep,,0,134
JOL C,15,Nap,Sleep,,0,135
JOL C,15,Stench,Smell,smell,1,136
JOL C,15,Belt,Soon,,0,137
JOL C,15,Actress,Star,famous,0,138
JOL C,15,Cloth,Stretch,clothes,0,139
JOL C,15,Accident,Strong,,0,140
JOL C,15,Riddle,Sugar,,0,141
JOL C,15,Tan,Sun,sun,1,142
JOL C,15,Bird,Swan,bee,0,143
JOL C,15,Seize,Take,,0,144
JOL C,15,Temper,Tantrum,,0,145
JOL C,15,Morning,Temperature,,0,146
JOL C,15,Thimble,Thread,,0,147
JOL C,15,Jury,Trial,duty,0,148
JOL C,15,Lie,Truth,truth,1,149
JOL C,15,Fish,Tuna,shrimp,0,150
JOL C,15,Flip,Turn,,0,151
JOL C,15,Add,Valley,,0,152
JOL C,15,Charm,Vehicle,,0,153
JOL C,15,Money,Wage,,0,154
JOL C,15,Drink,Water,,0,155
JOL C,15,Out,Way,,0,156
JOL C,15,Cheese,Wine,,0,157
JOL C,15,Chore,Work,,0,158
JOL C,15,Bracelet,Wrist,,0,159
JOL C,19,End,Adjourn,beginning,0,1
JOL C,19,Love,Affection,hate,0,2
JOL C,19,Tuck,Allow,,0,3
JOL C,19,Lonely,Alone,alone,1,4
JOL C,19,Design,Architecture,layout,0,5
JOL C,19,Lion,Art,,0,6
JOL C,19,Bronze,Artery,archery,0,7
JOL C,19,Child,Baby,,NA,8
JOL C,19,Villain,Bad,ba,1,9
JOL C,19,Racket,Ball,ball,1,10
JOL C,19,League,Baseball,baseball,1,11
JOL C,19,Toilet,Bathroom,bathroom,1,12
