Experiment,Subject,Cue,Target,Response,Manual_Scored,Trial_Num
JOL B,122,Choice,Decision,decision,1,46
JOL B,122,Architecture,Design,design,1,47
JOL B,122,Math,Division,division,1,48
JOL B,122,Furry,Dog,dog,1,49
JOL B,122,Paw,Dog,dog,1,50
JOL B,122,Mule,Donkey,donkey,1,51
JOL B,122,Water,Drink,idk,0,52
JOL B,122,Sleep,Drowsy,nap,0,53
JOL B,122,Dine,Eat,eat,1,54
JOL B,122,Maze,Election,idk,0,55
JOL B,122,Adjourn,End,end,1,56
JOL B,122,Begin,End,end,1,57
JOL B,122,Full,Enough,enough,1,58
JOL B,122,Rights,Equal,equal,1,59
JOL B,122,Hunger,Famine,idk,0,60
JOL B,122,Great,Fantastic,fantastic,1,61
JOL B,122,Best,Favorite,favorite,1,62
JOL B,122,Feud,Fight,fight,1,64
JOL B,122,Tuna,Fish,fish,1,65
JOL B,122,Turn,Flip,flip,1,66
JOL B,122,Discover,Floor,idk,0,67
JOL B,122,Orchid,Flower,idk,0,68
JOL B,122,Shoe,Foot,foot,1,69
JOL B,122,Past,Future,future,1,70
JOL B,122,Clue,Game,game,1,71
JOL B,122,Earth,Ground,ground,1,72
JOL B,122,Height,Growth,growth,1,73
JOL B,122,Chisel,Hammer,cut,0,74
JOL B,122,Fix,Hand,hand,1,75
JOL B,122,Own,Have,have,1,77
JOL B,122,Scalp,Head,head,1,78
JOL B,122,Park,Hungry,hungry,1,79
JOL B,122,Mason,Jar,jar,1,80
JOL B,122,Trial,Jury,jury,1,82
JOL B,122,Key,Latch,latch,1,83
JOL B,122,Baseball,League,league,1,84
JOL B,122,Truth,Lie,honest,0,85
JOL B,122,Art,Lion,design,0,86
JOL B,122,Kidney,Liver,liver,1,87
JOL B,122,Alone,Lonely,lonely,1,88
JOL B,122,Extension,Long,long,1,89
JOL B,122,Affection,Love,love,1,90
JOL B,122,Justice,Maroon,even,0,91
JOL B,122,Wage,Money,money,1,92
JOL B,122,Detective,Mystery,mystery,1,94
JOL B,122,Sleep,Nap,nap,1,95
JOL B,122,Editor,News,newspaper,0,96
JOL B,122,Loud,Noise,noise,1,97
JOL B,122,Way,Out,out,1,100
JOL B,122,Cat,Panther,idk,0,101
JOL B,122,Document,Paper,paper,1,102
JOL B,122,Bird,Penguin,penguin,1,103
JOL B,122,Plane,Pilot,pilot,1,104
JOL B,122,Cactus,Plant,plant,1,105
JOL B,122,Root,Plant,plant,1,106
JOL B,122,Machine,Position,position,1,107
JOL B,122,Ball,Racket,racket,1,108
JOL B,122,Cherry,Red,red,1,109
JOL B,122,Rod,Reel,fuel,0,110
JOL B,122,Even,Revenge,idk,0,111
JOL B,122,Sugar,Riddle,idk,0,112
JOL B,122,Geology,Rock,rock,1,113
JOL B,122,Circle,Round,round,1,114
JOL B,122,Dietary,Sacking,sacking,1,115
JOL B,122,Lettuce,Salad,salad,1,116
JOL B,122,Fish,Sardine,sardine,1,117
JOL B,122,Shears,Scissors,scissors,1,119
JOL B,122,Safety,Seatbelt,seatbelt,1,120
JOL B,122,Take,Seize,seize,1,121
JOL B,122,Razor,Shave,shave,1,122
JOL B,122,Hide,Sick,away,0,123
JOL B,122,Debate,Sight,discussion,0,124
JOL B,122,Drink,Sip,idk,0,126
JOL B,122,Location,Site,insight,0,127
JOL B,122,Incense,Smell,idk,0,128
JOL B,122,Pop,Soda,soda,1,130
JOL B,122,Give,Steak,have,0,131
JOL B,122,Smell,Stench,stench,1,132
JOL B,122,Hornet,Sting,sting,1,133
JOL B,122,Digestion,Stomach,stomach,1,134
JOL B,122,Fruit,Strawberry,strawberry,1,135
JOL B,122,Discussion,Talk,idk,0,136
JOL B,122,Sun,Tan,morning,0,137
JOL B,122,Tantrum,Temper,temper,1,138
JOL B,122,Thread,Thimble,thrumple,0,139
JOL B,122,Flea,Tick,tick,1,140
JOL B,122,Shoelace,Tie,shoe,0,141
JOL B,122,Bathroom,Toilet,toilet,1,143
JOL B,122,Litter,Trash,trash,1,144
JOL B,122,Honest,Truthful,truth,0,145
JOL B,122,Allow,Tuck,idk,0,146
JOL B,122,King,Vase,idk,0,147
JOL B,122,Bad,Villain,villain,1,149
JOL B,122,Revolution,War,war,1,150
JOL B,122,Bug,Wasp,wasp,1,151
JOL B,122,Dump,Waste,waste,1,152
JOL B,122,Bridge,Water,water,1,153
JOL B,122,Candle,Wax,wax,1,154
JOL B,122,Dry,Wet,wet,1,155
JOL B,122,Blow,Wind,wind,1,156
JOL B,122,Car,Windshield,windshield,1,157
JOL B,122,Lift,Woman,woman,1,158
JOL B,122,Sentence,Word,idk,0,159
JOL B,122,Cash,Would,idk,0,160
JOL B,126,Strong,Accident,accident,1,2
JOL B,126,Star,Actress,shine,0,3
JOL B,126,Valley,Add,run,0,4
JOL B,126,Plane,Aircraft,aircraft,1,5
JOL B,126,Number,Amount,phone,0,6
JOL B,126,Due,Assignment,assignment,1,7
JOL B,126,Clothes,Attire,attire,1,8
JOL B,126,Law,Attorney,attorney,1,9
JOL B,126,Gone,Away,away,1,10
JOL B,126,Delinquent,Bad,bad,1,11
JOL B,126,Pop,Balloon,crackle,0,12
JOL B,126,Money,Banker,matter,0,14
JOL B,126,Grill,Bar,bar,1,15
JOL B,126,Honey,Bee,bee,1,16
JOL B,126,Soon,Belt,enough,0,17
JOL B,126,Swan,Bird,bird,1,18
JOL B,126,Fire,Blaze,blaze,1,19
JOL B,126,Wrist,Bracelet,bracelet,1,20
JOL B,126,Fight,Brawl,brawl,1,21
JOL B,126,Glass,Breakable,breakable,1,22
JOL B,126,Artery,Bronze,bronze,1,23
JOL B,126,Death,Business,business,1,24
JOL B,126,Driver,Car,car,1,25
JOL B,126,Happy,Car,car,1,26
JOL B,126,Element,Carbon,carbon,1,27
JOL B,126,Credit,Card,card,1,28
JOL B,126,Dark,Cave,cave,1,29
JOL B,126,Wine,Cheese,cheese,1,30
JOL B,126,Baby,Child,child,1,31
JOL B,126,Hot,Chili,chilli,1,33
JOL B,126,Work,Chore,hard,0,34
JOL B,126,Hygiene,Clean,clean,1,35
JOL B,126,Stretch,Cloth,length,0,37
JOL B,126,Pusher,Clutter,person,0,39
JOL B,126,Dead,Coffin,coffin,1,40
JOL B,126,Bitter,Cold,good,0,41
JOL B,126,Chill,Cold,cold,1,42
JOL B,126,Phone,Communication,number,0,43
JOL B,126,Herd,Cow,cow,1,44
JOL B,126,Chop,Cut,slice,0,45
JOL B,126,Choice,Decision,decision,1,46
JOL B,126,Architecture,Design,design,1,47
JOL B,126,Math,Division,test,0,48
JOL B,126,Furry,Dog,dog,1,49
JOL B,126,Paw,Dog,dog,1,50
JOL B,126,Mule,Donkey,donkey,1,51
JOL B,126,Water,Drink,dry,0,52
JOL B,126,Sleep,Drowsy,nap,0,53
JOL B,126,Dine,Eat,eat,1,54
JOL B,126,Maze,Election,electricity,0,55
JOL B,126,Adjourn,End,end,1,56
JOL B,126,Begin,End,end,1,57
JOL B,126,Full,Enough,enough,1,58
JOL B,126,Rights,Equal,own,0,59
JOL B,126,Hunger,Famine,starve,0,60
JOL B,126,Great,Fantastic,fantastic,1,61
JOL B,126,Best,Favorite,friend,0,62
JOL B,126,Feud,Fight,brawl,0,64
JOL B,126,Tuna,Fish,fish,1,65
JOL B,126,Turn,Flip,around,0,66
JOL B,126,Discover,Floor,find,0,67
JOL B,126,Orchid,Flower,flower,1,68
JOL B,126,Shoe,Foot,foot,1,69
JOL B,126,Past,Future,future,1,70
JOL B,126,Clue,Game,guess,0,71
JOL B,126,Earth,Ground,ground,1,72
JOL B,126,Height,Growth,growth,1,73
JOL B,126,Chisel,Hammer,chip,0,74
JOL B,126,Fix,Hand,hand,1,75
JOL B,126,Own,Have,honest,0,77
JOL B,126,Scalp,Head,head,1,78
JOL B,126,Park,Hungry,playground,0,79
JOL B,126,Mason,Jar,boy,0,80
JOL B,126,Trial,Jury,jury,1,82
JOL B,126,Key,Latch,lock,0,83
JOL B,126,Baseball,League,league,1,84
JOL B,126,Truth,Lie,honest,0,85
JOL B,126,Art,Lion,paint,0,86
JOL B,126,Kidney,Liver,liver,1,87
JOL B,126,Alone,Lonely,gone,0,88
JOL B,126,Extension,Long,long,1,89
JOL B,126,Affection,Love,love,1,90
JOL B,126,Justice,Maroon,law,0,91
JOL B,126,Wage,Money,money,1,92
JOL B,126,Detective,Mystery,mystery,1,94
JOL B,126,Sleep,Nap,nap,1,95
JOL B,126,Editor,News,paper,0,96
JOL B,126,Loud,Noise,noise,1,97
JOL B,126,Way,Out,gone,0,100
JOL B,126,Cat,Panther,dog,0,101
JOL B,126,Document,Paper,paper,1,102
JOL B,126,Bird,Penguin,penguin,1,103
JOL B,126,Plane,Pilot,pilot,1,104
JOL B,126,Cactus,Plant,plant,1,105
JOL B,126,Root,Plant,plant,1,106
JOL B,126,Machine,Position,position,1,107
JOL B,126,Ball,Racket,bounce,0,108
JOL B,126,Cherry,Red,red,1,109
JOL B,126,Rod,Reel,reel,1,110
JOL B,126,Even,Revenge,revenge,1,111
JOL B,126,Sugar,Riddle,sweet,0,112
JOL B,126,Geology,Rock,world,0,113
JOL B,126,Circle,Round,round,1,114
JOL B,126,Dietary,Sacking,supplement,0,115
JOL B,126,Lettuce,Salad,salad,1,116
JOL B,126,Fish,Sardine,water,0,117
JOL B,126,Shears,Scissors,sheep,0,119
JOL B,126,Safety,Seatbelt,seatbelt,1,120
JOL B,126,Take,Seize,grab,0,121
JOL B,126,Razor,Shave,shave,1,122
JOL B,126,Hide,Sick,sick,1,123
JOL B,126,Debate,Sight,speech,0,124
JOL B,126,Drink,Sip,sip,1,126
JOL B,126,Location,Site,place,0,127
JOL B,126,Incense,Smell,smell,1,128
JOL B,126,Pop,Soda,soda,1,130
JOL B,126,Give,Steak,up,0,131
JOL B,126,Smell,Stench,stench,1,132
JOL B,126,Hornet,Sting,sting,1,133
JOL B,126,Digestion,Stomach,stomach,1,134
JOL B,126,Fruit,Strawberry,strawberry,1,135
JOL B,126,Discussion,Talk,talk,1,136
JOL B,126,Sun,Tan,tan,1,137
JOL B,126,Tantrum,Temper,temper,1,138
JOL B,126,Thread,Thimble,thimble,1,139
JOL B,126,Flea,Tick,tick,1,140
JOL B,126,Shoelace,Tie,tie,1,141
JOL B,126,Bathroom,Toilet,toilet,1,143
JOL B,126,Litter,Trash,trash,1,144
JOL B,126,Honest,Truthful,truth,0,145
JOL B,126,Allow,Tuck,turn,0,146
JOL B,126,King,Vase,vase,1,147
JOL B,126,Bad,Villain,good,0,149
JOL B,126,Revolution,War,war,1,150
JOL B,126,Bug,Wasp,wasp,1,151
JOL B,126,Dump,Waste,waste,1,152
JOL B,126,Bridge,Water,water,1,153
JOL B,126,Candle,Wax,wax,1,154
JOL B,126,Dry,Wet,wet,1,155
JOL B,126,Blow,Wind,balloon,0,156
JOL B,126,Car,Windshield,drive,0,157
JOL B,126,Lift,Woman,p,0,158
JOL B,126,Sentence,Word,word,1,159
JOL B,126,Cash,Would,deposit,0,160
